,location,total_sqft,bath,bhk
750,Banashankari Stage II,1260.0,2.0,3
751,Banashankari Stage II,2400.0,2.0,3
752,Banashankari Stage II,1400.0,2.0,2
753,Banashankari Stage II,2800.0,3.0,5
754,Banashankari Stage II,3000.0,3.0,3
755,Banashankari Stage II,1200.0,2.0,3
756,Banashankari Stage II,1245.0,2.0,2
757,Banashankari Stage III,1305.0,2.0,3
758,Banashankari Stage III,1145.0,2.0,2
759,Banashankari Stage III,1650.0,3.0,3
760,Banashankari Stage III,2400.0,4.0,4
761,Banashankari Stage III,1350.0,2.0,3
763,Banashankari Stage III,1305.0,2.0,3
764,Banashankari Stage III,1305.0,2.0,3
765,Banashankari Stage III,1200.0,2.0,2
766,Banashankari Stage III,1305.0,2.0,3
767,Banashankari Stage III,1480.0,3.0,3
768,Banashankari Stage III,1305.0,2.0,3
769,Banashankari Stage III,1304.0,2.0,2
770,Banashankari Stage III,3000.0,6.0,6
771,Banashankari Stage III,1085.0,2.0,2
772,Banashankari Stage III,1500.0,2.0,3
773,Banashankari Stage III,2100.0,3.0,4
774,Banashankari Stage III,1420.0,2.0,3
775,Banashankari Stage V,1300.0,2.0,3
776,Banashankari Stage V,1305.0,2.0,3
777,Banashankari Stage V,1035.0,2.0,2
778,Banashankari Stage V,1355.0,2.0,3
779,Banashankari Stage V,1510.0,3.0,3
780,Banashankari Stage V,1650.0,3.0,3
781,Banashankari Stage V,1630.0,3.0,3
782,Banashankari Stage V,1510.0,3.0,3
783,Banashankari Stage V,1315.0,2.0,3
784,Banashankari Stage V,1540.0,3.0,3
785,Banashankari Stage V,920.0,2.0,2
786,Banashankari Stage VI,1177.5,2.0,2
787,Banashankari Stage VI,4800.0,4.0,4
788,Banashankari Stage VI,2800.0,4.0,4
789,Banashankari Stage VI,2200.0,4.0,4
790,Banashankari Stage VI,1160.0,2.0,2
791,Banashankari Stage VI,1180.0,2.0,2
792,Banashankari Stage VI,1423.0,2.0,3
793,Banashankari Stage VI,1392.0,3.0,3
794,Banashankari Stage VI,1410.5,2.0,3
795,Banashankari Stage VI,4800.0,3.0,4
796,Banaswadi,1184.0,2.0,2
797,Banaswadi,1145.0,2.0,2
798,Banaswadi,1250.0,2.0,2
799,Banaswadi,1365.0,2.0,2
800,Banaswadi,1903.0,6.0,5
801,Banaswadi,1222.0,2.0,2
802,Banaswadi,870.0,2.0,2
803,Banaswadi,1200.0,2.0,2
805,Banaswadi,527.0,1.0,1
806,Banaswadi,1340.0,2.0,2
807,Banaswadi,1008.0,2.0,2
808,Banaswadi,1105.0,2.0,2
809,Banjara Layout,1200.0,2.0,2
810,Banjara Layout,1050.0,2.0,2
811,Banjara Layout,753.0,3.0,2
812,Banjara Layout,2500.0,4.0,3
814,Bannerghatta,1665.0,3.0,3
815,Bannerghatta,2370.0,4.0,3
816,Bannerghatta,1100.0,2.0,2
817,Bannerghatta,1113.0,2.0,2
818,Bannerghatta,1200.0,2.0,2
819,Bannerghatta,1070.0,2.0,2
820,Bannerghatta,1776.0,3.0,3
821,Bannerghatta,1776.0,3.0,3
822,Bannerghatta Road,500.0,1.0,1
823,Bannerghatta Road,1050.0,2.0,2
824,Bannerghatta Road,1170.0,2.0,3
825,Bannerghatta Road,595.0,1.0,1
826,Bannerghatta Road,1445.0,3.0,3
827,Bannerghatta Road,1640.0,2.0,3
829,Bannerghatta Road,1460.0,2.0,3
831,Bannerghatta Road,1179.0,2.0,2
832,Bannerghatta Road,1122.5,2.0,2
833,Bannerghatta Road,793.0,2.0,2
835,Bannerghatta Road,1400.0,2.0,2
837,Bannerghatta Road,1215.0,2.0,2
838,Bannerghatta Road,1654.0,3.0,3
839,Bannerghatta Road,1181.0,2.0,2
841,Bannerghatta Road,1200.0,2.0,2
843,Bannerghatta Road,595.0,1.0,1
844,Bannerghatta Road,1105.0,2.0,2
845,Bannerghatta Road,1255.0,2.0,2
847,Bannerghatta Road,1550.0,3.0,3
849,Bannerghatta Road,1650.0,3.0,3
850,Bannerghatta Road,912.0,2.0,2
851,Bannerghatta Road,1218.0,2.0,2
853,Bannerghatta Road,1115.0,2.0,2
855,Bannerghatta Road,1893.0,3.0,3
856,Bannerghatta Road,1600.0,3.0,3
857,Bannerghatta Road,1275.0,2.0,2
858,Bannerghatta Road,892.0,2.0,2
860,Bannerghatta Road,1260.0,2.0,2
862,Bannerghatta Road,1157.0,2.0,2
863,Bannerghatta Road,1150.0,2.0,2
865,Bannerghatta Road,1100.0,2.0,2
867,Bannerghatta Road,1725.0,3.0,3
868,Bannerghatta Road,1850.0,6.0,6
870,Bannerghatta Road,950.0,2.0,2
871,Bannerghatta Road,1220.0,2.0,2
872,Bannerghatta Road,1130.0,2.0,2
874,Bannerghatta Road,1486.0,3.0,3
876,Bannerghatta Road,1015.0,2.0,2
877,Bannerghatta Road,1115.0,2.0,2
878,Bannerghatta Road,1136.0,2.0,2
879,Bannerghatta Road,2700.0,4.0,4
880,Bannerghatta Road,1200.0,2.0,3
881,Bannerghatta Road,1465.0,2.0,3
882,Bannerghatta Road,1302.5,2.0,2
883,Bannerghatta Road,1200.0,2.0,2
884,Bannerghatta Road,1240.0,2.0,2
885,Bannerghatta Road,1476.0,3.0,3
887,Bannerghatta Road,1532.5,3.0,3
889,Bannerghatta Road,1268.0,2.0,2
890,Bannerghatta Road,1450.0,2.0,3
891,Bannerghatta Road,2932.0,5.0,4
894,Bannerghatta Road,960.0,2.0,2
895,Bannerghatta Road,1750.0,3.0,3
896,Bannerghatta Road,1275.0,2.0,2
898,Bannerghatta Road,1240.0,2.0,2
900,Bannerghatta Road,1215.0,2.0,2
901,Bannerghatta Road,1215.0,2.0,2
902,Bannerghatta Road,1894.0,3.0,3
904,Bannerghatta Road,1693.0,3.0,3
905,Bannerghatta Road,1280.0,2.0,2
907,Bannerghatta Road,630.0,1.0,1
908,Bannerghatta Road,1215.0,2.0,2
909,Bannerghatta Road,1365.0,3.0,3
910,Bannerghatta Road,1115.0,2.0,2
911,Bannerghatta Road,1532.5,3.0,3
913,Bannerghatta Road,1655.0,3.0,3
914,Bannerghatta Road,1247.0,2.0,2
915,Bannerghatta Road,1237.5,2.0,2
916,Bannerghatta Road,1650.0,3.0,3
917,Bannerghatta Road,905.0,2.0,2
918,Bannerghatta Road,1000.0,2.0,2
919,Bannerghatta Road,2185.0,3.0,4
920,Bannerghatta Road,1012.0,2.0,2
922,Bannerghatta Road,1460.0,2.0,3
923,Bannerghatta Road,1340.0,2.0,2
924,Bannerghatta Road,1711.0,3.0,3
925,Bannerghatta Road,1520.0,2.0,3
926,Bannerghatta Road,2826.0,3.0,3
927,Bannerghatta Road,1115.0,2.0,2
928,Bannerghatta Road,1154.0,2.0,2
929,Bannerghatta Road,1000.0,2.0,2
930,Bannerghatta Road,1250.0,2.0,2
931,Bannerghatta Road,1640.0,3.0,3
933,Bannerghatta Road,1012.0,2.0,2
934,Bannerghatta Road,1527.0,3.0,3
937,Bannerghatta Road,1550.0,3.0,3
938,Bannerghatta Road,1200.0,2.0,2
939,Bannerghatta Road,1885.0,3.0,3
941,Bannerghatta Road,1450.0,2.0,3
942,Bannerghatta Road,700.0,1.0,1
945,Bannerghatta Road,905.0,2.0,2
947,Bannerghatta Road,1920.0,3.0,3
948,Bannerghatta Road,2400.0,4.0,4
950,Bannerghatta Road,1270.0,2.0,2
951,Bannerghatta Road,1520.0,2.0,3
952,Bannerghatta Road,1270.0,2.0,3
953,Bannerghatta Road,1846.0,3.0,3
955,Bannerghatta Road,1122.5,2.0,2
956,Bannerghatta Road,1655.0,3.0,3
957,Bannerghatta Road,1206.0,2.0,2
958,Bannerghatta Road,1150.0,2.0,2
959,Bannerghatta Road,1215.0,2.0,2
960,Bannerghatta Road,1510.0,2.0,3
961,Bannerghatta Road,1022.0,2.0,2
962,Bannerghatta Road,1246.0,2.0,2
963,Bannerghatta Road,1470.0,2.0,3
964,Bannerghatta Road,1160.0,2.0,2
965,Bannerghatta Road,970.0,2.0,2
966,Bannerghatta Road,1527.0,3.0,3
969,Basavangudi,1036.0,2.0,2
970,Basavangudi,2600.0,4.0,4
971,Basavangudi,1600.0,2.0,3
972,Basavangudi,1560.0,2.0,2
974,Basavangudi,1800.0,3.0,3
975,Basavangudi,1100.0,2.0,2
977,Basavangudi,1050.0,2.0,2
980,Basavangudi,1180.0,2.0,2
982,Basavangudi,1200.0,2.0,2
984,Basavangudi,2453.0,3.0,4
985,Basaveshwara Nagar,4500.0,5.0,5
986,Basaveshwara Nagar,1865.0,3.0,3
987,Basaveshwara Nagar,1200.0,2.0,2
988,Basaveshwara Nagar,2400.0,4.0,5
989,Basaveshwara Nagar,1200.0,2.0,2
990,Basaveshwara Nagar,900.0,2.0,2
991,Basaveshwara Nagar,1900.0,3.0,3
992,Basaveshwara Nagar,1200.0,2.0,2
993,Basaveshwara Nagar,1200.0,2.0,2
994,Battarahalli,1200.0,2.0,2
995,Battarahalli,1779.0,3.0,3
996,Battarahalli,1300.0,2.0,2
997,Battarahalli,1945.0,3.0,3
998,Battarahalli,1777.0,3.0,3
999,Battarahalli,1135.0,2.0,2
1000,Battarahalli,1276.0,2.0,2
1001,Battarahalli,1880.0,3.0,3
1002,Battarahalli,1071.0,2.0,2
1003,Battarahalli,1165.0,2.0,2
1004,Battarahalli,1636.0,2.0,2
1005,Battarahalli,1779.0,3.0,3
1007,Battarahalli,1090.0,2.0,2
1008,Battarahalli,2082.0,3.0,3
1009,Battarahalli,2024.0,3.0,3
1010,Battarahalli,1097.0,2.0,2
1012,Begur,1419.0,2.0,3
1013,Begur,1580.0,3.0,3
1014,Begur,1559.0,3.0,3
1015,Begur,1445.0,2.0,3
1016,Begur,1475.0,2.0,3
1017,Begur,3500.0,4.0,3
1018,Begur,1100.0,2.0,2
1019,Begur,1306.0,2.0,2
1020,Begur,1304.0,3.0,3
1021,Begur,1411.0,2.0,3
1022,Begur,815.0,2.0,2
1023,Begur,1443.0,2.0,3
1024,Begur Road,1200.0,2.0,2
1025,Begur Road,1200.0,2.0,2
1026,Begur Road,1160.0,2.0,2
1027,Begur Road,1584.0,3.0,3
1029,Begur Road,1615.0,3.0,3
1030,Begur Road,1200.0,2.0,2
1031,Begur Road,1160.0,2.0,2
1032,Begur Road,1200.0,2.0,2
1033,Begur Road,1615.0,3.0,3
1034,Begur Road,1410.0,2.0,3
1035,Begur Road,1200.0,2.0,2
1036,Begur Road,1160.0,2.0,2
1037,Begur Road,1260.0,2.0,2
1038,Begur Road,1600.0,3.0,3
1040,Begur Road,1500.0,2.0,3
1041,Begur Road,1160.0,2.0,2
1042,Begur Road,1240.0,2.0,2
1043,Begur Road,1200.0,2.0,2
1044,Begur Road,1500.0,2.0,3
1045,Begur Road,1410.0,2.0,3
1047,Begur Road,1583.0,3.0,3
1048,Begur Road,1170.0,2.0,2
1049,Begur Road,1160.0,2.0,2
1050,Begur Road,1410.0,2.0,3
1052,Begur Road,1565.0,2.0,3
1053,Begur Road,1160.0,2.0,2
1055,Begur Road,1410.0,2.0,3
1056,Begur Road,1200.0,2.0,2
1057,Begur Road,1200.0,2.0,2
1058,Begur Road,1160.0,2.0,2
1059,Begur Road,1334.0,2.0,2
1060,Begur Road,1565.0,2.0,3
1061,Begur Road,1200.0,2.0,2
1062,Begur Road,1215.0,2.0,2
1063,Begur Road,1160.0,2.0,2
1065,Begur Road,1200.0,2.0,2
1067,Begur Road,1260.0,2.0,2
1069,Begur Road,1160.0,2.0,2
1071,Begur Road,952.0,2.0,2
1074,Begur Road,1200.0,2.0,2
1075,Begur Road,1240.0,2.0,2
1076,Begur Road,1200.0,3.0,3
1078,Begur Road,1200.0,2.0,2
1080,Begur Road,1100.0,2.0,2
1081,Begur Road,1565.0,2.0,3
1082,Begur Road,1200.0,2.0,2
1083,Begur Road,1160.0,2.0,2
1084,Begur Road,1215.0,2.0,2
1085,Begur Road,1200.0,2.0,2
1086,Begur Road,1160.0,2.0,2
1087,Begur Road,1410.0,2.0,3
1088,Bellandur,1767.0,3.0,3
1089,Bellandur,1205.0,2.0,2
1090,Bellandur,1250.0,2.0,2
1091,Bellandur,1000.0,2.0,2
1092,Bellandur,1281.0,2.0,2
1093,Bellandur,921.0,2.0,2
1095,Bellandur,1490.0,2.0,3
1097,Bellandur,2039.0,3.0,3
1098,Bellandur,1605.0,3.0,3
1099,Bellandur,1692.0,3.0,3
1100,Bellandur,1220.0,2.0,2
1101,Bellandur,1299.0,2.0,2
1102,Bellandur,900.0,2.0,2
1103,Bellandur,1350.0,2.0,2
1104,Bellandur,1286.0,2.0,2
1105,Bellandur,3016.0,4.0,4
1106,Bellandur,1457.0,2.0,2
1107,Bellandur,1195.0,2.0,2
1108,Bellandur,1050.0,2.0,2
1109,Bellandur,3600.0,4.0,4
1110,Bellandur,1310.0,2.0,2
1111,Bellandur,924.0,2.0,2
1112,Bellandur,1785.0,3.0,3
1113,Bellandur,1051.0,2.0,2
1115,Bellandur,1060.0,2.0,2
1116,Bellandur,1100.0,2.0,2
1117,Bellandur,1550.0,2.0,2
1118,Bellandur,924.0,2.0,2
1120,Bellandur,1685.0,3.0,3
1121,Bellandur,982.0,2.0,2
1122,Bellandur,981.0,2.0,2
1123,Bellandur,1205.0,2.0,2
1124,Bellandur,1063.0,2.0,2
1125,Bellandur,1201.0,2.0,2
1126,Bellandur,1325.0,2.0,2
1127,Bellandur,1281.0,2.0,2
1129,Bellandur,1200.0,2.0,2
1130,Bellandur,1785.0,3.0,3
1131,Bellandur,1088.0,2.0,2
1132,Bellandur,1310.0,2.0,2
1133,Bellandur,982.0,2.0,2
1134,Bellandur,1465.0,3.0,2
1135,Bellandur,1767.0,3.0,3
1136,Bellandur,924.0,2.0,2
1137,Bellandur,3600.0,4.0,4
1138,Bellandur,1170.0,2.0,2
1139,Bellandur,1150.0,2.0,2
1140,Bellandur,1200.0,2.0,2
1142,Bellandur,1410.0,3.0,2
1143,Bellandur,950.0,2.0,2
1144,Bellandur,1015.0,2.0,2
1146,Bellandur,1685.0,3.0,3
1147,Bellandur,1735.0,3.0,3
1148,Bellandur,1685.0,3.0,3
1149,Bellandur,1846.0,3.0,3
1150,Bellandur,1049.0,2.0,2
1152,Bellandur,1211.0,2.0,2
1153,Bellandur,1717.0,3.0,3
1155,Bellandur,1185.0,2.0,2
1156,Bellandur,1200.0,2.0,2
1160,Bellandur,1251.0,2.0,2
1162,Bellandur,960.0,2.0,2
1163,Bellandur,1690.0,2.0,3
1164,Bellandur,950.0,1.0,1
1165,Bellandur,850.0,2.0,2
1166,Bellandur,1454.0,2.0,2
1168,Bellandur,1195.0,2.0,2
1169,Bellandur,1435.0,2.0,3
1171,Bellandur,1260.0,2.0,2
1172,Bellandur,1535.0,3.0,3
1173,Bellandur,1047.0,2.0,2
1174,Bellandur,1096.0,2.0,2
1175,Bellandur,1262.0,2.0,2
1176,Benson Town,3200.0,4.0,3
1177,Benson Town,4460.0,5.0,4
1178,Benson Town,2850.0,4.0,3
1179,Benson Town,1300.0,2.0,2
1180,Benson Town,1567.0,3.0,2
1182,Benson Town,1688.12,2.0,2
1183,Benson Town,1805.0,3.0,3
1184,Benson Town,1688.0,2.0,2
1185,Bharathi Nagar,1322.0,2.0,2
1186,Bharathi Nagar,1351.0,2.0,2
1187,Bharathi Nagar,1384.0,2.0,2
1188,Bharathi Nagar,1351.0,2.0,2
1189,Bharathi Nagar,1432.0,2.0,2
1191,Bharathi Nagar,1349.0,2.0,2
1192,Bharathi Nagar,1328.0,2.0,2
1193,Bharathi Nagar,1300.0,2.0,2
1194,Bhoganhalli,1670.0,3.0,3
1197,Bhoganhalli,1444.0,2.0,2
1198,Bhoganhalli,1447.0,2.0,2
1199,Bhoganhalli,1700.0,3.0,3
1200,Bhoganhalli,1447.0,2.0,2
1204,Bhoganhalli,1760.0,3.0,3
1206,Bhoganhalli,1447.0,2.0,2
1207,Bhoganhalli,1949.0,3.0,3
1208,Bhoganhalli,1760.0,3.0,3
1209,Bhoganhalli,1447.0,2.0,2
1210,Bhoganhalli,2439.0,4.0,4
1214,Bhoganhalli,1444.0,2.0,2
1215,Bhoganhalli,1205.0,2.0,2
1216,Bhoganhalli,1447.0,2.0,2
1217,Bhoganhalli,2439.0,5.0,4
1219,Bhoganhalli,1205.0,2.0,2
1220,Bhoganhalli,1260.0,2.0,2
1221,Bhoganhalli,2439.0,4.0,4
1222,Bhoganhalli,1707.0,3.0,3
1224,Bhoganhalli,970.0,2.0,2
1226,Bhoganhalli,1277.0,2.0,2
1228,Bhoganhalli,1703.0,3.0,3
1230,Billekahalli,1125.0,2.0,2
1232,Billekahalli,1090.0,2.0,2
1233,Billekahalli,1112.0,2.0,2
1234,Billekahalli,2400.0,3.0,3
1235,Billekahalli,2968.0,3.0,3
1236,Billekahalli,950.0,2.0,2
1237,Billekahalli,1360.0,2.0,2
1238,Billekahalli,1125.0,2.0,2
1239,Billekahalli,950.0,2.0,2
1241,Billekahalli,1805.0,3.0,3
1242,Binny Pete,1755.0,3.0,3
1243,Binny Pete,665.0,1.0,1
1245,Binny Pete,660.0,1.0,1
1246,Binny Pete,660.0,1.0,1
1247,Binny Pete,1365.0,2.0,2
1249,Binny Pete,1795.0,3.0,3
1250,Binny Pete,1740.0,3.0,3
1251,Binny Pete,1970.0,3.0,3
1252,Binny Pete,1516.0,3.0,3
1253,Bisuvanahalli,1180.0,3.0,3
1255,Bisuvanahalli,1075.0,2.0,3
1258,Bisuvanahalli,1075.0,2.0,3
1260,Bisuvanahalli,845.0,2.0,2
1261,Bisuvanahalli,1075.0,2.0,3
1262,Bisuvanahalli,845.0,2.0,2
1265,Bisuvanahalli,845.0,2.0,2
1266,Bisuvanahalli,1075.0,2.0,3
1267,Bisuvanahalli,850.0,1.0,2
1268,Bisuvanahalli,1075.0,2.0,3
1269,Bisuvanahalli,1075.0,2.0,3
1270,Bisuvanahalli,1180.0,2.0,3
1271,Bisuvanahalli,1075.0,2.0,3
1272,Bisuvanahalli,845.0,2.0,2
1273,Bisuvanahalli,1075.0,2.0,3
1274,Bisuvanahalli,700.0,1.0,2
1275,Bisuvanahalli,1075.0,2.0,3
1276,Bisuvanahalli,1075.0,2.0,3
1278,Bisuvanahalli,845.0,2.0,2
1279,Bisuvanahalli,945.0,2.0,2
1280,Bisuvanahalli,845.0,2.0,2
1283,Bisuvanahalli,1075.0,2.0,3
1284,Bisuvanahalli,1080.0,2.0,3
1285,Bisuvanahalli,1180.0,2.0,3
1286,Bisuvanahalli,1075.0,2.0,3
1287,Bisuvanahalli,1075.0,2.0,3
1289,Bisuvanahalli,1075.0,2.0,3
1290,Bisuvanahalli,1075.0,2.0,3
1291,Bisuvanahalli,850.0,2.0,2
1292,Bisuvanahalli,1075.0,2.0,3
1293,Bisuvanahalli,845.0,2.0,2
1295,Bisuvanahalli,845.0,2.0,2
1296,Bommanahalli,3000.0,8.0,8
1297,Bommanahalli,520.0,1.0,1
1298,Bommanahalli,515.0,1.0,1
1299,Bommanahalli,1090.0,3.0,2
1302,Bommanahalli,1850.0,3.0,3
1303,Bommanahalli,910.0,2.0,2
1304,Bommanahalli,1050.0,2.0,2
1305,Bommanahalli,1100.0,1.0,2
1307,Bommanahalli,2100.0,4.0,4
1308,Bommanahalli,1307.0,2.0,2
1309,Bommanahalli,1091.0,2.0,2
1310,Bommanahalli,1160.0,2.0,2
1311,Bommanahalli,1050.0,2.0,2
1312,Bommasandra,1260.0,3.0,3
1313,Bommasandra,1200.0,3.0,3
1314,Bommasandra,1035.0,2.0,2
1315,Bommasandra,1035.0,2.0,2
1316,Bommasandra,1034.0,2.0,2
1317,Bommasandra,877.0,2.0,2
1318,Bommasandra,920.0,2.0,2
1319,Bommasandra,1035.0,2.0,2
1320,Bommasandra,1295.0,2.0,3
1322,Bommasandra,1015.0,2.0,2
1323,Bommasandra,1000.0,2.0,2
1324,Bommasandra,955.0,2.0,2
1325,Bommasandra,1005.0,2.0,2
1326,Bommasandra,1014.0,2.0,2
1327,Bommasandra,1020.0,2.0,2
1328,Bommasandra,920.0,2.0,2
1329,Bommasandra,800.0,1.0,2
1330,Bommasandra,1280.0,3.0,3
1331,Bommasandra,1942.0,3.0,3
1332,Bommasandra,1127.0,2.0,2
1334,Bommasandra,877.0,2.0,2
1335,Bommasandra,1365.0,3.0,3
1336,Bommasandra,842.0,2.0,2
1337,Bommasandra,1260.0,3.0,3
1338,Bommasandra,1365.0,3.0,3
1339,Bommasandra,955.0,2.0,2
1340,Bommasandra,1089.0,2.0,2
1341,Bommasandra,1365.0,3.0,3
1342,Bommasandra Industrial Area,1090.0,2.0,2
1344,Bommasandra Industrial Area,1400.0,2.0,3
1345,Bommasandra Industrial Area,1320.0,2.0,3
1347,Bommasandra Industrial Area,1020.0,2.0,2
1348,Bommasandra Industrial Area,1165.0,2.0,2
1349,Bommasandra Industrial Area,1090.0,2.0,2
1351,Bommasandra Industrial Area,1000.0,2.0,2
1352,Bommasandra Industrial Area,1020.0,2.0,2
1353,Bommasandra Industrial Area,1160.0,2.0,2
1354,Bommasandra Industrial Area,1125.0,2.0,2
1357,Bommasandra Industrial Area,1125.0,2.0,2
1358,Bommasandra Industrial Area,1130.0,2.0,2
1359,Bommasandra Industrial Area,1065.0,2.0,2
1360,Bommenahalli,1200.0,3.0,3
1361,Bommenahalli,1632.0,3.0,4
1362,Bommenahalli,1670.0,3.0,4
1363,Bommenahalli,1680.0,3.0,4
1364,Bommenahalli,1632.0,3.0,4
1365,Bommenahalli,3339.0,3.0,3
1366,Bommenahalli,1355.0,3.0,4
1367,Bommenahalli,1232.0,3.0,3
1368,Bommenahalli,1632.0,3.0,4
1369,Brookefield,1150.0,2.0,2
1370,Brookefield,1142.0,2.0,2
1374,Brookefield,2800.0,4.0,4
1375,Brookefield,1476.0,3.0,3
1376,Brookefield,1700.0,4.0,4
1377,Brookefield,1262.0,2.0,2
1378,Brookefield,1139.0,2.0,2
1379,Brookefield,1125.0,2.0,2
1380,Brookefield,1420.0,3.0,3
1382,Brookefield,941.0,2.0,2
1385,Brookefield,1100.0,2.0,2
1386,Brookefield,2400.0,3.0,4
1387,Brookefield,1225.0,2.0,2
1388,Brookefield,1950.0,6.0,5
1389,Brookefield,1080.0,2.0,2
1390,Brookefield,1230.0,2.0,2
1391,Brookefield,1200.0,2.0,2
1392,Brookefield,1089.0,2.0,2
1393,Brookefield,1130.0,2.0,2
1394,Brookefield,1270.0,2.0,2
1395,Brookefield,1706.0,3.0,3
1396,Brookefield,1389.0,2.0,2
1398,Brookefield,1225.0,2.0,2
1400,Brookefield,1746.0,3.0,3
1402,Brookefield,1560.0,3.0,4
1404,Brookefield,1382.0,2.0,2
1405,Brookefield,1260.0,2.0,2
1406,Brookefield,1206.0,2.0,2
1408,Brookefield,1594.0,3.0,3
1409,Budigere,1153.0,2.0,2
1410,Budigere,1162.0,2.0,2
1411,Budigere,1991.0,4.0,3
1412,Budigere,1153.0,2.0,2
1413,Budigere,1162.0,2.0,2
1414,Budigere,1139.0,2.0,2
1415,Budigere,1139.0,2.0,2
1416,Budigere,1139.0,2.0,2
1419,Budigere,664.0,1.0,1
1420,Budigere,1820.0,3.0,3
1421,Budigere,1636.0,3.0,3
1422,Budigere,1444.0,2.0,2
1424,Budigere,1139.0,2.0,2
1426,Budigere,1820.0,3.0,3
1428,Budigere,1162.0,2.0,2
1429,Budigere,1636.0,3.0,3
1430,Budigere,1636.0,3.0,3
1431,Budigere,1087.0,2.0,2
1433,Budigere,1149.0,2.0,2
1434,Budigere,664.0,1.0,1
1435,Budigere,1153.0,2.0,2
1437,Budigere,1139.0,2.0,2
1438,Budigere,1636.0,3.0,3
1439,Budigere,664.0,1.0,1
1441,Budigere,1162.0,2.0,2
1442,Budigere,1153.0,2.0,2
1443,Budigere,1820.0,3.0,3
1444,Budigere,1172.0,2.0,2
1447,Budigere,1820.0,3.0,3
1449,Budigere,1820.0,3.0,3
1450,Budigere,1153.0,2.0,2
1451,Budigere,705.0,1.0,1
1452,Budigere,1153.0,2.0,2
1453,Budigere,1153.0,2.0,2
1454,Budigere,1636.0,3.0,3
1455,Budigere,1153.0,2.0,2
1456,Budigere,1153.0,2.0,2
1457,Budigere,1153.0,2.0,2
1459,CV Raman Nagar,1120.0,2.0,2
1460,CV Raman Nagar,1070.0,2.0,2
1461,CV Raman Nagar,740.0,2.0,2
1462,CV Raman Nagar,1028.0,2.0,2
1463,CV Raman Nagar,1392.0,2.0,2
1464,CV Raman Nagar,1070.0,2.0,2
1465,CV Raman Nagar,1825.0,3.0,3
1466,CV Raman Nagar,1025.0,2.0,2
1468,CV Raman Nagar,1198.0,2.0,2
1469,CV Raman Nagar,1560.0,2.0,2
1470,CV Raman Nagar,1590.0,2.0,3
1471,CV Raman Nagar,1100.0,2.0,2
1472,CV Raman Nagar,1051.0,2.0,2
1474,CV Raman Nagar,1020.0,2.0,2
1475,CV Raman Nagar,1285.0,2.0,2
1476,CV Raman Nagar,1040.0,2.0,2
1477,CV Raman Nagar,1392.0,2.0,2
1478,CV Raman Nagar,705.0,2.0,1
1479,CV Raman Nagar,1125.0,2.0,2
1480,CV Raman Nagar,1400.0,2.0,3
1481,CV Raman Nagar,1400.0,2.0,3
1482,CV Raman Nagar,907.0,2.0,2
1484,CV Raman Nagar,1310.0,2.0,2
1485,Chamrajpet,1475.0,2.0,3
1486,Chamrajpet,1900.0,2.0,4
1487,Chamrajpet,1350.0,2.0,2
1488,Chamrajpet,1050.0,2.0,2
1489,Chamrajpet,1660.4,4.0,4
1490,Chamrajpet,505.0,1.0,1
1491,Chamrajpet,1565.0,3.0,3
1492,Chamrajpet,730.0,1.0,2
1493,Chamrajpet,650.0,1.0,2
1494,Chamrajpet,650.0,2.0,2
1495,Chamrajpet,1650.0,3.0,3
1496,Chandapura,650.0,1.0,2
1497,Chandapura,645.0,1.0,1
1498,Chandapura,645.0,1.0,1
1500,Chandapura,1015.0,2.0,2
1501,Chandapura,530.0,1.0,1
1502,Chandapura,1208.0,3.0,3
1504,Chandapura,1200.0,2.0,2
1505,Chandapura,1025.0,2.0,2
1506,Chandapura,582.5,1.0,1
1507,Chandapura,1015.0,2.0,2
1509,Chandapura,1065.0,2.0,3
1512,Chandapura,850.0,2.0,2
1513,Chandapura,590.0,1.0,1
1514,Chandapura,645.0,1.0,1
1515,Chandapura,630.0,1.0,1
1517,Chandapura,1015.0,2.0,2
1518,Chandapura,1107.0,2.0,3
1519,Chandapura,520.0,1.0,1
1520,Chandapura,1200.0,1.0,2
1521,Chandapura,975.0,2.0,2
1522,Chandapura,645.0,1.0,1
1523,Chandapura,985.0,2.0,2
1524,Chandapura,645.0,1.0,1
1525,Chandapura,975.0,2.0,2
1526,Chandapura,700.0,1.0,2
1528,Chandapura,1095.0,2.0,3
1529,Chandapura,1208.51,3.0,3
1530,Chandapura,876.0,2.0,2
1531,Chandapura,645.0,1.0,1
1533,Chandapura,645.0,1.0,1
1534,Chandapura,937.0,2.0,2
1535,Chandapura,1025.0,2.0,2
1536,Chandapura,975.0,2.0,2
1537,Chandapura,800.0,2.0,2
1538,Chandapura,645.0,1.0,1
1539,Chandapura,778.0,2.0,2
1541,Chandapura,950.0,2.0,2
1542,Chandapura,1200.0,2.0,2
1543,Chandapura,645.0,1.0,1
1544,Chandapura,922.0,2.0,2
1546,Chandapura,674.0,1.0,2
1551,Chandapura,985.0,2.0,2
1553,Chandapura,1025.0,2.0,2
1555,Chandapura,1015.0,2.0,2
1556,Chandapura,1345.0,2.0,3
1557,Chandapura,1033.0,2.0,3
1558,Chandapura,971.0,2.0,3
1559,Chandapura,1015.0,2.0,2
1560,Chandapura,800.0,1.0,2
1562,Chandapura,900.0,2.0,2
1563,Chandapura,975.0,2.0,2
1564,Chandapura,520.0,1.0,1
